,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
1934,28,King Shore,Hannah,Ahmed,11,Daughter,NA,Female,Student,None,NA
1935,28,King Shore,Linda,Ahmed,9,Daughter,NA,Female,Student,None,NA
1936,28,King Shore,Nicola,Ahmed,7,Daughter,NA,Female,Student,None,NA
1937,29,King Shore,Gerald,Webb,45,Head,Married,Male,Armed forces technical officer,None,None
1938,29,King Shore,Josephine,Webb,45,Wife,Married,Female,Multimedia specialist,None,None
1939,30,King Shore,Teresa,Baker,25,Head,Divorced,Female,Unemployed,None,None
1940,30,King Shore,Leon,Garner,46,Lodger,Divorced,Male,Textile designer,None,Catholic
1941,30,King Shore,Mitchell,Fletcher,53,Lodger,Single,Male,Private music teacher,None,Christian
1942,31,King Shore,Valerie,Watkins,41,Head,Single,Female,Electrical engineer,None,Catholic
1943,32,King Shore,Malcolm,Thomson,63,Head,Single,Male,Unemployed,None,Catholic
1944,33,King Shore,Patricia,Holloway,60,Head,Married,Female,Ranger/warden,None,Catholic
1945,33,King Shore,Andrew,Holloway,60,Husband,Married,Male,International aid/development worker,None,None
1946,33,King Shore,Kathryn,Holloway,26,Daughter,Divorced,Female,"Designer, ceramics/pottery",None,Catholic
1947,33,King Shore,Beverley,Holloway,23,Daughter,Single,Female,Occupational hygienist,None,Catholic
1948,33,King Shore,Jeffrey,Holloway,5,Son,NA,Male,Student,None,NA
1949,34,King Shore,Dylan,Abbott,64,Head,Single,Male,"Engineer, aeronautical",None,Christian
1950,35,King Shore,Lynn,Bowen,36,Head,Single,Female,Garment/textile technologist,None,Catholic
1951,35,King Shore,Dean,Lyons,13,Son,NA,Male,Student,None,NA
1952,36,King Shore,Patrick,Clements,51,Head,Married,Male,Further education lecturer,None,Christian
1953,36,King Shore,Karen,Clements,50,Wife,Married,Female,Transport planner,None,None
1954,37,King Shore,Lee,Richards,62,Head,Single,Male,Bookseller,None,None
1955,37,King Shore,Sally,Robinson,59,Partner,Single,Female,"Nurse, adult",None,None
1956,38,King Shore,Denis,Lowe,62,Head,Divorced,Male,Secretary/administrator,None,None
1957,38,King Shore,Carol,Lowe,4,Granddaughter,NA,Female,Child,None,NA
1958,39,King Shore,Charlene,Kelly,45,Head,Married,Female,Estate agent,None,Christian
1959,39,King Shore,Connor,Kelly,48,Husband,Married,Male,"Restaurant manager, fast food",None,Christian
1960,40,King Shore,Cheryl,Williams,29,Head,Single,Female,Public librarian,None,Methodist
1961,40,King Shore,Edward,Taylor,53,Lodger,Single,Male,Industrial/product designer,None,None
1962,41,King Shore,Fiona,John,52,Head,Single,Female,"Lecturer, higher education",None,Christian
1963,41,King Shore,Allan,Akhtar,52,Partner,Single,Male,Architectural technologist,None,Christian
1964,41,King Shore,Jade,John,13,Daughter,NA,Female,Student,None,NA
1965,41,King Shore,Terence,John,9,Son,NA,Male,Student,None,NA
1966,41,King Shore,Joanna,Burton,28,Cousin,Single,Female,Insurance risk surveyor,None,None
1967,42,King Shore,Gillian,Adams,48,Head,Married,Female,Social researcher,None,Christian
1968,42,King Shore,Paul,Adams,50,Husband,Married,Male,Technical brewer,None,Christian
1969,43,King Shore,Adam,Pratt,27,Head,Married,Male,Editorial assistant,None,None
1970,43,King Shore,Catherine,Pratt,25,Wife,Married,Female,Unemployed,None,None
1971,44,King Shore,Sean,Armstrong,42,Head,Divorced,Male,Unemployed,Physical Disability,None
1972,44,King Shore,Simon,Armstrong,3,Grandson,NA,Male,Child,None,NA
1973,45,King Shore,Pamela,Smith,84,Head,Single,Female,Retired Insurance risk surveyor,None,Christian
1974,46,King Shore,Kimberley,Ellis,58,Head,Married,f,Multimedia programmer,None,Christian
1975,46,King Shore,Stephen,Ellis,57,Husband,Married,Male,Lexicographer,None,Christian
1976,46,King Shore,Gemma,Ellis,34,Daughter,Divorced,Female,"Pilot, airline",None,Christian
1977,46,King Shore,Caroline,Ellis,31,Daughter,Divorced,Female,"Doctor, general practice",None,Christian
1978,46,King Shore,Sally,Brown-Ellis,27,Daughter,Divorced,Female,Biomedical scientist,Deaf,Christian
1979,47,King Shore,Jay,Elliott,70,Head,Widowed,Male,Retired Conference centre manager,None,None
1980,47,King Shore,Steven,Walker,9,Grandson,NA,Male,Student,None,NA
1981,48,King Shore,Aimee,Todd,36,Head,Single,Female,Forensic scientist,None,Methodist
1982,48,King Shore,Timothy,Burrows,38,Partner,Single,Male,Advertising art director,None,Methodist
1983,48,King Shore,Frank,Todd,18,Son,Divorced,Male,Student,None,Methodist
1984,48,King Shore,Stuart,Todd,15,Son,NA,Male,Student,None,NA
1985,49,King Shore,Gail,Anderson,26,Head,Single,Female,"Optician, dispensing",None,Catholic
1986,49,King Shore,Albert,Ball,23,None,Single,Male,"Accountant, chartered public finance",None,Sikh
1987,1,Testament Street,Sam,Pritchard,31,Head,Married,Male,Toxicologist,None,None
1988,1,Testament Street,Julia,Pritchard,32,Wife,Married,Female,Forest/woodland manager,None,None
1989,2,Testament Street,Harriet,Taylor,52,Head,Single,Female,Unemployed,None,Christian
1990,2,Testament Street,Joan,Taylor,16,Daughter,NA,Female,Student,None,NA
1991,3,Testament Street,Yvonne,Jarvis,42,Head,Married,Female,Museum education officer,None,None
1992,3,Testament Street,Julian,Jarvis,43,Husband,Married,Male,"Programmer, applications",None,None
1993,3,Testament Street,Cheryl,Jarvis,11,Daughter,NA,Female,Student,None,NA
1994,4,Testament Street,Beth,Potter,21,Head,Single,Female,University Student,None,None
1995,4,Testament Street,Benjamin,Chapman,64,None,Single,Male,"Designer, television/film set",None,None
1996,5,Testament Street,Jean,West,75,Head,Widowed,Female,"Retired Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
1997,5,Testament Street,Sarah,West,44,Daughter,Divorced,Female,Oceanographer,None,Christian
1998,6,Testament Street,Lynda,Vincent,48,Head,Married,Female,"Engineer, production",None,Christian
1999,6,Testament Street,Stuart,Vincent,50,Husband,Married,Male,Youth worker,Deaf,Christian
2000,6,Testament Street,Barbara,Doherty-Vincent,21,Daughter,Single,Female,University Student,None,Christian
2001,6,Testament Street,Laura,Doherty-Vincent,19,Daughter,Single,Female,University Student,None,Christian
2002,6,Testament Street,David,Doherty-Vincent,18,Son,Single,Male,Student,None,Christian
2003,7,Testament Street,Emily,Thompson,47,Head,Married,Female,"Engineer, energy",None,None
2004,7,Testament Street,Shane,Thompson,51,Husband,Married,Male,Estate agent,None,None
2005,8,Testament Street,Barbara,King-Gordon,71,Head,Married,Female,"Retired Lecturer, higher education",None,None
2006,8,Testament Street,Ronald,King-Gordon,70,Husband,Married,M,"Retired Engineer, manufacturing",None,None
2007,9,Testament Street,Lynda,Williams,36,Head,Divorced,Female,Dietitian,None,Christian
2008,9,Testament Street,Rachael,Williams,0,Daughter,NA,Female,Child,None,NA
2009,10,Testament Street,Leigh,Coles,18,Head,Single,Male,University Student,None,None
2010,10,Testament Street,Josephine,Charlton,19,None,Single,Female,University Student,None,Catholic
2011,10,Testament Street,Megan,Ali,19,None,Single,Female,University Student,None,Catholic
2012,10,Testament Street,Mohamed,Bryan,20,None,Single,Male,University Student,None,None
2013,10,Testament Street,Jemma,Archer,21,None,Single,Female,University Student,None,Catholic
2014,11,Testament Street,Elaine,Robertson,32,Head,Single,Female,"Production assistant, television",None,Catholic
2015,11,Testament Street,Kenneth,Warren,40,Partner,Single,Male,Toxicologist,None,Catholic
2016,12,Testament Street,Eric,Farrell,19,Head,Single,Male,University Student,None,None
2017,12,Testament Street,Denise,Hawkins,52,None,Single,Female,Historic buildings inspector/conservation officer,None,Christian
2018,12,Testament Street,Ian,Lee,46,None,Single,Male,Speech and language therapist,None,Catholic
2019,13,Testament Street,Simon,Lucas,65,Head,Widowed,Male,Facilities manager,None,None
2020,13,Testament Street,Anne,West,11,Granddaughter,NA,Female,Student,None,NA
2021,14,Testament Street,Abbie,Miles,61,Head,Married,Female,Information systems manager,None,None
2022,14,Testament Street,Stanley,Miles,63,Husband,Married,Male,Comptroller,None,None
2023,14,Testament Street,Debra,Miles,27,Daughter,Single,Female,"Buyer, industrial",None,None
2024,15,Testament Street,Jennifer,Smith,41,Head,Single,Female,Naval architect,Blind,None
2025,15,Testament Street,Scott,Smith,6,Son,NA,Male,Student,None,NA
2026,16,Testament Street,Charlotte,Carey,42,Head,Single,Female,Clinical cytogeneticist,None,None
2027,16,Testament Street,Jonathan,Barnes,43,Partner,Single,Male,Fashion designer,None,None
2028,17,Testament Street,Katherine,Fitzgerald,35,Head,Married,Female,Media planner,None,None
2029,17,Testament Street,Lawrence,Fitzgerald,37,Husband,Married,Male,Fitness centre manager,None,None
2030,17,Testament Street,Craig,Fitzgerald,17,Son,NA,Male,Student,None,NA
2031,18,Testament Street,Luke,Norris,70,Head,Widowed,Male,"Retired Merchandiser, retail",None,Christian
2032,18,Testament Street,Susan,Sims,13,Granddaughter,NA,Female,Student,None,NA
2033,19,Testament Street,Craig,Page,22,Head,Married,Male,University Student,None,Methodist
2034,19,Testament Street,Charlene,Page,20,Wife,Married,f,University Student,None,Methodist
2035,20,Testament Street,Garry,Parry,67,Head,Married,Male,"Librarian, academic",None,None
2036,20,Testament Street,Louise,Parry,72,Wife,Married,Female,Retired Technical sales engineer,None,None
2037,21,Testament Street,Joan,Greenwood,56,Head,Single,Female,Futures trader,None,Christian
2038,22,Testament Street,Martin,Ellis,32,Head,Single,Male,"Surveyor, rural practice",None,None
2039,22,Testament Street,Adam,Hart,39,None,Single,Male,Advertising account planner,None,Methodist
2040,23,Testament Street,Amber,Smith,43,Head,Single,Female,Minerals surveyor,Disabled,None
2041,23,Testament Street,Bruce,Smith,4,Son,NA,Male,Child,None,NA
2042,24,Testament Street,Lydia,Bailey,41,Head,Married,Female,Personnel officer,None,Catholic
2043,24,Testament Street,Mohammad,Bailey,45,Husband,Married,Male,Cabin crew,None,Catholic
2044,24,Testament Street,Jayne,Bailey,13,Daughter,NA,Female,Student,None,NA
2045,24,Testament Street,Stuart,Bailey,12,Son,NA,Male,Student,None,NA
2046,24,Testament Street,Laura,Bailey,9,Daughter,NA,Female,Student,None,NA
2047,25,Testament Street,Paige,Thomas,73,Head,Married,Female,"Retired Lecturer, further education",None,None
2048,25,Testament Street,Lee,Thomas,76,Husband,Married,Male,Retired Fast food restaurant manager,None,None
2049,26,Testament Street,Andrea,Walton,60,Head,Single,Female,Management consultant,None,Christian
2050,26,Testament Street,Jasmine,Rowley,20,None,Single,Female,University Student,None,Catholic
2051,26,Testament Street,Mohamed,Reed,44,None,Single,Male,Dramatherapist,None,None
2052,27,Testament Street,Alexandra,Foster,44,Head,Divorced,Female,Chiropractor,None,None
2053,27,Testament Street,Stacey,Foster,13,Daughter,NA,Female,Student,None,NA
2054,28,Testament Street,Marie,Stevens,62,Head,Single,Female,Passenger transport manager,None,None
2055,28,Testament Street,Kayleigh,Stevens,27,Daughter,Single,Female,IT technical support officer,None,None
2056,28,Testament Street,Michael,Stevens,27,Son,Single,Male,Armed forces technical officer,None,None
2057,29,Testament Street,Simon,Kay,72,Head,Widowed,Male,Retired Health service manager,None,Christian
2058,30,Testament Street,Stacey,Walton,19,Head,Single,Female,University Student,None,Undecided
2059,31,Testament Street,Antony,Simpson,63,Head,Single,Male,Financial manager,None,Christian
2060,31,Testament Street,Julia,Hall,58,Partner,Single,Female,"Surveyor, quantity",None,None
2061,32,Testament Street,Susan,Simpson,24,Head,Single,Female,"Lecturer, higher education",None,Muslim
2062,32,Testament Street,Charles,Lawson,24,Partner,Single,Male,Architectural technologist,None,Muslim
2063,33,Testament Street,Carol,Bell,55,Head,Married,Female,Curator,None,Catholic
2064,33,Testament Street,Graham,Bell,57,Husband,Married,Male,Unemployed,None,Catholic
2065,34,Testament Street,Neil,Lewis,73,Head,Divorced,Male,"Retired Administrator, charities/voluntary organisations",None,Christian
2066,34,Testament Street,Norman,Lewis,29,Grandson,Widowed,Male,Paediatric nurse,None,Christian
2067,34,Testament Street,Leonard,Griffin,25,Grandson,Single,Male,Telecommunications researcher,None,Christian
2068,35,Testament Street,Yvonne,Edwards,52,Head,Married,Female,Dancer,None,Methodist
2069,35,Testament Street,Martin,Edwards,52,Husband,Married,Male,"Secretary, company",None,None
2070,35,Testament Street,Jamie,Edwards,16,Son,NA,Male,Student,None,NA
2071,36,Testament Street,Jill,Taylor,35,Head,Divorced,Female,Trade mark attorney,None,Catholic
2072,36,Testament Street,Rachel,Begum,23,Lodger,Single,Female,Field trials officer,None,None
2073,1,Stephenson Square,Patricia,Williams,76,Head,Married,Female,Retired Exercise physiologist,None,None
2074,1,Stephenson Square,Robert,Williams,79,Husband,Married,Male,Retired Sports development officer,None,None
2075,2,Stephenson Square,Clare,Fitzgerald,40,Head,Single,Female,Television/film/video producer,None,None
2076,2,Stephenson Square,Shaun,Fitzgerald,12,Son,NA,Male,Student,None,NA
2077,3,Stephenson Square,Pauline,Parsons,43,Head,Single,Female,Midwife,None,None
2078,3,Stephenson Square,Karen,Thompson,32,None,Single,Female,Barrister's clerk,None,Sikh
2079,4,Stephenson Square,Abbie,Burton,69,Head,Married,Female,"Retired Engineer, materials",None,Christian
2080,4,Stephenson Square,Gavin,Burton,72,Husband,Married,Male,Retired Pension scheme manager,None,Christian
2081,4,Stephenson Square,Claire,Burton,44,Daughter,Single,Female,Chartered certified accountant,None,Christian
2082,4,Stephenson Square,Dawn,Burton,41,Daughter,Single,Female,Environmental manager,None,Christian
2083,4,Stephenson Square,Adam,Burton,41,Son,Single,Male,Ergonomist,None,Christian
2084,5,Stephenson Square,Ricky,Moore,62,Head,Single,Male,Training and development officer,None,Christian
2085,5,Stephenson Square,Sian,Butler,63,Partner,Single,Female,Unemployed,None,Christian
2086,6,Stephenson Square,Natalie,Smith,61,Head,Divorced,Female,Local government officer,None,Christian
2087,6,Stephenson Square,Scott,Smith,37,Son,Single,Male,Homeopath,None,None
2088,6,Stephenson Square,Simon,Smith,35,Son,Divorced,Male,Video editor,None,Christian
2089,6,Stephenson Square,Louise,Smith,31,Daughter,Single,Female,"Administrator, arts",None,None
2090,7,Stephenson Square,Kim,Butler,43,Head,Single,Female,Unemployed,None,Christian
2091,7,Stephenson Square,Daniel,Butler,14,Son,NA,Male,Student,None,NA
2092,7,Stephenson Square,Rhys,Butler,12,Son,NA,Male,Student,None,NA
2093,7,Stephenson Square,Kyle,Butler,7,Son,NA,Male,Student,None,NA
2094,7,Stephenson Square,Mandy,Butler,4,Daughter,NA,Female,Child,None,NA
2095,8,Stephenson Square,Andrea,Roberts,45,Head,Single,Female,Brewing technologist,None,Catholic
2096,8,Stephenson Square,Connor,Wright,48,Partner,Single,Male,Petroleum engineer,None,Catholic
2097,9,Stephenson Square,Aaron,Mitchell,57,Head,Widowed,Male,Unemployed,None,Christian
2098,9,Stephenson Square,Kerry,Hawkins,14,Step-Daughter,NA,Female,Student,None,NA
2099,10,Stephenson Square,Mohammed,Potter,67,Head,Married,Male,Audiological scientist,None,Catholic
2100,10,Stephenson Square,Frances,Potter,66,Wife,Married,Female,Dance movement psychotherapist,None,None
2101,10,Stephenson Square,Natalie,Potter,40,Daughter,Single,Female,Hydrogeologist,None,Catholic
2102,10,Stephenson Square,Benjamin,Potter,36,Son,Single,Male,"Journalist, newspaper",None,None
2103,10,Stephenson Square,Sandra,Potter,32,Daughter,Divorced,Female,"Designer, jewellery",None,Catholic
2104,11,Stephenson Square,Hayley,Sullivan,50,Head,Single,Female,"Engineer, chemical",None,Catholic
2105,11,Stephenson Square,Samuel,Sullivan,17,Son,NA,Male,Student,None,NA
2106,11,Stephenson Square,Elizabeth,Sullivan,15,Daughter,NA,Female,Student,None,NA
2107,11,Stephenson Square,Timothy,Sullivan,12,Son,NA,Male,Student,None,NA
2108,11,Stephenson Square,Toby,Sullivan,10,Son,NA,Male,Student,None,NA
2109,12,Stephenson Square,Nigel,Jones,25,Head,Single,Male,Structural engineer,None,None
2110,13,Stephenson Square,Molly,Green,46,Head,Married,Female,Research scientist (life sciences),None,None
2111,13,Stephenson Square,Gregory,Green,48,Husband,Married,Male,"Engineer, manufacturing systems",None,None
2112,14,Stephenson Square,Angela,Noble,55,Head,Single,Female,Intelligence analyst,None,Christian
2113,14,Stephenson Square,Stewart,O'Connor,55,Partner,Single,Male,Radiation protection practitioner,None,None
2114,14,Stephenson Square,Douglas,Noble,20,Son,Single,Male,University Student,None,Christian
2115,14,Stephenson Square,Graham,Noble,17,Son,NA,M,Student,None,NA
2116,14,Stephenson Square,Bernard,Noble,16,Son,NA,Male,Student,None,NA
2117,15,Stephenson Square,Chelsea,Jennings,59,Head,Divorced,Female,Meteorologist,None,Catholic
2118,15,Stephenson Square,Brandon,Jennings,21,Son,Divorced,Male,"Sales professional, IT",None,Catholic
2119,16,Stephenson Square,Nicola,Saunders,43,Head,Single,Female,"Restaurant manager, fast food",None,Catholic
2120,17,Stephenson Square,Leanne,Taylor,79,Head,Widowed,Female,Unemployed,None,Christian
2121,17,Stephenson Square,Maureen,Taylor,36,Daughter,Single,Female,Patent examiner,None,None
2122,17,Stephenson Square,John,Taylor,30,Son,Single,Male,Control and instrumentation engineer,None,None
2123,17,Stephenson Square,Zoe,Taylor,27,Daughter,Divorced,Female,Unemployed,None,Christian
2124,17,Stephenson Square,Guy,Taylor,24,Son,Single,Male,"Surveyor, planning and development",None,None
2125,18,Stephenson Square,Patrick,Harding,18,Head,Married,Male,Student,None,NA
2126,18,Stephenson Square,Fiona,Harding,19,Wife,Married,Female,University Student,None,NA
2127,19,Stephenson Square,Christine,Williams,47,Head,Divorced,female,"Production assistant, television",None,Catholic
2128,19,Stephenson Square,Denis,Williams,22,Son,Single,Male,University Student,None,Catholic
2129,19,Stephenson Square,Olivia,Williams,21,Daughter,Single,Female,University Student,None,Catholic
2130,19,Stephenson Square,Lynda,Williams,21,Daughter,Single,Female,University Student,None,Catholic
2131,20,Stephenson Square,Simon,Green,22,Head,Single,Male,University Student,None,Christian
2132,20,Stephenson Square,Lydia,Wood,22,Partner,Single,Female,University Student,None,Christian
2133,21,Stephenson Square,Norman,Richards,39,Head,Single,Male,Dancer,None,Methodist
2134,22,Stephenson Square,Louise,Parsons,55,Head,Married,Female,Ranger/warden,None,Catholic
2135,22,Stephenson Square,Antony,Parsons,58,Husband,Married,Male,Fish farm manager,None,None
2136,22,Stephenson Square,Paul,Blackburn-Parsons,17,Son,NA,Male,Student,None,NA
2137,23,Stephenson Square,Gavin,Phillips,36,Head,Divorced,Male,Press sub,None,Christian
